sample	TN	PATIENT	cancer	FDX1	LIAS	LIPT1	DLD	DLAT	PDHA1	PDHB	MTF1	GLS	CDKN2A
TCGA-HC-7752-01	tumor	TCGA-HC-7752	PRAD	8.31	7.23	7.45	9.43	8.46	10.43	9.39	7.28	8.53	5.07
TCGA-HC-7752-11	normal	TCGA-HC-7752	PRAD	8.78	7.73	6.96	10.66	9.39	10.29	10.24	8.19	9.49	5.17
TCGA-HC-7819-01	tumor	TCGA-HC-7819	PRAD	9.07	6.99	7.9	10.64	9.96	10.09	10.47	9.32	9.79	6.38
TCGA-HC-7819-11	normal	TCGA-HC-7819	PRAD	8.54	7.45	7.02	10.5	9.62	9.84	10.16	9	9.46	3.5
TCGA-HC-8258-01	tumor	TCGA-HC-8258	PRAD	8.81	7.55	7.24	10.56	9.34	10.02	10.1	8.94	9.41	4.2
TCGA-HC-8258-11	normal	TCGA-HC-8258	PRAD	12.4	7.45	7.07	11.08	9.65	11.46	10.12	8.8	10.9	1.44
TCGA-HC-8259-01	tumor	TCGA-HC-8259	PRAD	8.63	7.57	7.52	10.83	9.73	10.38	10.62	8.73	9.54	6.42
TCGA-HC-8259-11	normal	TCGA-HC-8259	PRAD	8.76	7.56	7.19	10.68	9.44	10.13	10.51	8.78	9.95	3.81
TCGA-HC-8260-01	tumor	TCGA-HC-8260	PRAD	8.52	7.78	7.15	10.76	9.49	10.34	10.28	8.8	9.77	4.38
TCGA-HC-8260-11	normal	TCGA-HC-8260	PRAD	8.69	7.79	6.91	10.6	9.5	10.25	10.24	8.87	9.74	3.09
TCGA-HC-8262-01	tumor	TCGA-HC-8262	PRAD	8.85	7.5	7.04	10.8	9.85	10.72	10.73	8.75	9.86	4.79
TCGA-HC-8262-11	normal	TCGA-HC-8262	PRAD	8.94	7.62	7.06	10.94	9.75	10.23	9.91	9.5	9.94	3.14
TCGA-J4-A83J-01	tumor	TCGA-J4-A83J	PRAD	9.19	7.07	8.18	10.58	9.3	10.01	10.33	8.82	9.36	5.56
TCGA-J4-A83J-11	normal	TCGA-J4-A83J	PRAD	8.49	7.42	7.31	10.31	9.17	10	9.83	8.94	9.68	4.47
TCGA-AF-2691-01	tumor	TCGA-AF-2691	READ	9.52	8.16	7.06	10.81	10.13	11.24	9.72	8.71	11.38	8.78
TCGA-AF-2691-11	normal	TCGA-AF-2691	READ	9.62	7.17	6.39	11.64	10.64	11.31	10.9	9.29	10.99	4.87
TCGA-AF-2692-01	tumor	TCGA-AF-2692	READ	8.78	8.07	6.58	11.16	9.96	10.58	10.16	8.54	11.11	5.48
TCGA-AF-2692-11	normal	TCGA-AF-2692	READ	9.22	7.52	6.49	11.73	10.64	11.35	10.54	9.4	10.29	4.81
TCGA-AF-3400-01	tumor	TCGA-AF-3400	READ	9.53	7.97	6.82	10.97	10.65	11.19	10.08	9.03	11.19	7.63
TCGA-AF-3400-11	normal	TCGA-AF-3400	READ	9.73	8.19	6.09	11.74	10.92	11.79	10.84	9.07	10.95	2.57
TCGA-AF-5654-01	tumor	TCGA-AF-5654	READ	9.46	8.69	6.5	12.19	11.06	13.09	10.89	8.55	11.71	7.17
TCGA-AF-5654-11	normal	TCGA-AF-5654	READ	9.78	8.15	6.23	11.9	11.16	11.74	10.84	9.78	10.91	3.03
TCGA-AG-3725-01	tumor	TCGA-AG-3725	READ	9.2	6.84	6.87	11.86	10.47	11.96	10.68	9.09	10.47	6.13
TCGA-AG-3725-11	normal	TCGA-AG-3725	READ	9.91	9.3	7.92	11.63	10.55	11.24	11.43	7.97	10.48	5.47
TCGA-AG-3731-01	tumor	TCGA-AG-3731	READ	8.62	7.37	6.54	11.33	10.88	10.93	10.24	9.07	11.94	6.06
TCGA-AG-3731-11	normal	TCGA-AG-3731	READ	9.24	8.21	6.99	11.69	10.51	11.35	10.87	9.09	10.29	5.12
TCGA-AG-3732-01	tumor	TCGA-AG-3732	READ	8.99	7.38	7.02	10.84	9.34	10.31	9.24	9.3	10.54	7.66
TCGA-AG-3732-11	normal	TCGA-AG-3732	READ	9.17	8.4	6.74	11.6	10.47	10.99	10.67	9.2	10.56	4.82
TCGA-AG-3742-01	tumor	TCGA-AG-3742	READ	9.67	8.45	7.05	11.74	10.66	11.79	9.88	9.09	11.1	5.27
TCGA-AG-3742-11	normal	TCGA-AG-3742	READ	9.9	8.5	7.64	11.77	10.65	11.05	11.19	8.52	10.45	4.43
TCGA-AH-6643-01	tumor	TCGA-AH-6643	READ	8.18	7.47	6.83	11.37	10.03	11.15	9.97	8.35	11.46	6.33
TCGA-AH-6643-11	normal	TCGA-AH-6643	READ	9.55	8	6.71	11.63	10.49	11.21	10.45	9.41	10.64	3.76
TCGA-BR-6453-01	tumor	TCGA-BR-6453	STAD	9.63	7.59	7.09	10.48	9.47	11.29	10.5	8.36	10.67	6.62
TCGA-BR-6453-11	normal	TCGA-BR-6453	STAD	9.94	7.63	7.32	11.15	10.14	11.17	10.25	8.93	10.73	5.87
TCGA-BR-6454-01	tumor	TCGA-BR-6454	STAD	8.88	5.94	6.69	10.28	9.28	11.23	9.98	8.68	10.47	6.08
TCGA-BR-6454-11	normal	TCGA-BR-6454	STAD	9.02	7.14	6.3	10.67	9.21	10.68	10.24	9.2	9.87	5.93
TCGA-BR-6457-01	tumor	TCGA-BR-6457	STAD	8.61	6.98	6.73	10.16	9.35	10.61	10.19	8.95	10.02	5.74
TCGA-BR-6457-11	normal	TCGA-BR-6457	STAD	9.57	7.25	6.46	10.92	10.01	11.09	10.27	8.78	11.31	5.08
TCGA-BR-6458-01	tumor	TCGA-BR-6458	STAD	9.24	7.14	7.72	10.62	10.14	10.33	9.92	9.2	10.85	9.34
TCGA-BR-6458-11	normal	TCGA-BR-6458	STAD	9.71	7.61	6.65	11.23	9.82	11.02	10.37	8.91	9.54	4.94
TCGA-BR-6564-01	tumor	TCGA-BR-6564	STAD	8.33	7.44	6.77	10.35	8.99	10.45	10.53	8.84	9.95	7.52
TCGA-BR-6564-11	normal	TCGA-BR-6564	STAD	9.19	7.46	6.61	10.91	9.7	10.95	10.18	8.88	11.08	5.19
TCGA-BR-6802-01	tumor	TCGA-BR-6802	STAD	8.66	7.15	6.3	10.4	9.95	11.46	10.16	9.42	10.08	6.28
TCGA-BR-6802-11	normal	TCGA-BR-6802	STAD	10.63	8.71	8.42	11.24	10.07	10.9	11.37	7.15	9.7	5.86
TCGA-BR-6852-01	tumor	TCGA-BR-6852	STAD	9.05	7.82	6.77	11.21	9.97	11.19	10.15	9.15	10.72	8.49
TCGA-BR-6852-11	normal	TCGA-BR-6852	STAD	9.83	7.95	6.62	10.95	10.25	11.09	10.77	8.29	9.91	5.01
TCGA-BR-7704-01	tumor	TCGA-BR-7704	STAD	9.98	7.28	7.58	10.44	9.84	11.37	10.47	7.61	9.98	9.49
TCGA-BR-7704-11	normal	TCGA-BR-7704	STAD	8.84	7.81	6.84	10.69	9.47	10.66	10.02	8.99	10.49	5.51
TCGA-BR-7715-01	tumor	TCGA-BR-7715	STAD	8.44	8.61	7.26	11.06	10.45	11.2	9.96	8.89	10.68	9.78
TCGA-BR-7715-11	normal	TCGA-BR-7715	STAD	9.72	7.81	7.79	11.12	9.78	11.04	10.8	8.51	10.68	5.96
TCGA-BR-7716-01	tumor	TCGA-BR-7716	STAD	9.73	6.47	6.44	11.37	9.94	11.2	10.06	8.94	11.84	8.97
TCGA-BR-7716-11	normal	TCGA-BR-7716	STAD	9.31	7.59	6.95	10.92	9.95	10.84	10.49	8.24	9.8	4.77
TCGA-BR-7717-01	tumor	TCGA-BR-7717	STAD	9.89	7	6.91	10.31	9.82	11.11	10.68	7.89	10.58	9.45
TCGA-BR-7717-11	normal	TCGA-BR-7717	STAD	9.5	8.07	7.33	10.96	10.09	10.98	10.71	8.44	10.56	6.26
TCGA-BR-7851-01	tumor	TCGA-BR-7851	STAD	9.52	7.58	6.21	11.83	10.19	11.02	9.5	9.23	10.63	2.57
TCGA-BR-7851-11	normal	TCGA-BR-7851	STAD	9.93	7.62	7.04	11.47	10.1	11.33	9.8	9	12.2	4.87
TCGA-CG-5720-01	tumor	TCGA-CG-5720	STAD	9.98	8.02	6.6	11.39	10.32	11.8	10.35	8.71	10.17	4.24
TCGA-CG-5720-11	normal	TCGA-CG-5720	STAD	9.73	7.41	6.39	10.76	9.71	11.31	10.22	8.69	9.97	5.37
TCGA-CG-5721-01	tumor	TCGA-CG-5721	STAD	9.02	7.83	6.44	10.78	10.16	11.45	10.09	8.85	10.07	9.07
TCGA-CG-5721-11	normal	TCGA-CG-5721	STAD	9.75	6.85	6.98	11.1	10.29	11.56	10.73	8.77	9.21	5.81
TCGA-CG-5722-01	tumor	TCGA-CG-5722	STAD	8.6	8	6.73	10.91	10.1	11.04	10.11	8.85	10.1	4.9
TCGA-CG-5722-11	normal	TCGA-CG-5722	STAD	8.82	7.45	6.12	10.41	9.6	10.82	10.17	9.09	9.38	4.1
TCGA-CG-5734-01	tumor	TCGA-CG-5734	STAD	9.82	7.15	6.67	10.47	10.1	11.12	9.9	8.76	10.48	7.55
TCGA-CG-5734-11	normal	TCGA-CG-5734	STAD	10	6.54	6.36	11.2	10.01	11.45	10.06	8.79	11.21	5.88
TCGA-FP-7735-01	tumor	TCGA-FP-7735	STAD	9.38	6.96	6.99	11.87	9.55	11.73	9.67	8.32	9.85	8.24
TCGA-FP-7735-11	normal	TCGA-FP-7735	STAD	8.79	8.07	6.96	11.72	9.49	11.52	10.73	9.02	9.96	2.56
TCGA-FP-7829-01	tumor	TCGA-FP-7829	STAD	9.86	7.57	6.02	10.97	10.66	11.8	10.08	8.71	10.72	8.88
TCGA-FP-7829-11	normal	TCGA-FP-7829	STAD	8.11	7.93	7.31	11.39	9.82	11.07	11.04	9.02	10.98	3.75
TCGA-HU-8238-01	tumor	TCGA-HU-8238	STAD	9.4	6.67	6.32	10.76	10.19	10.89	9.65	9.07	10.03	9
TCGA-HU-8238-11	normal	TCGA-HU-8238	STAD	10.43	8.14	7.68	11.42	10.12	11.22	10.12	8.07	12.63	4.33
TCGA-HU-A4G3-01	tumor	TCGA-HU-A4G3	STAD	9.38	8.17	7.02	10.99	10.13	11	10.14	9.09	9.17	6.99
TCGA-HU-A4G3-11	normal	TCGA-HU-A4G3	STAD	8.94	8.49	7.58	11.74	10.23	11.02	10.41	9.19	10.78	1.65
TCGA-HU-A4GC-01	tumor	TCGA-HU-A4GC	STAD	9.8	7.92	7.2	10.91	9.77	10.56	9.74	8.7	11.27	9.52
TCGA-HU-A4GC-11	normal	TCGA-HU-A4GC	STAD	9.35	8.52	7.86	11.79	10.02	11.05	10.68	8.81	10.67	1.69
TCGA-HU-A4GH-01	tumor	TCGA-HU-A4GH	STAD	9.23	7.5	7.53	10.49	9.9	11.21	10.76	9.39	9.92	10.62
TCGA-HU-A4GH-11	normal	TCGA-HU-A4GH	STAD	8.84	8.08	7.63	11.29	10.03	11.08	10.47	9.04	10.88	2.75
TCGA-HU-A4GN-01	tumor	TCGA-HU-A4GN	STAD	9.22	8	6.91	11.18	10.53	10.72	9.77	9.32	10.37	4.95
TCGA-HU-A4GN-11	normal	TCGA-HU-A4GN	STAD	9.42	8.11	7.29	11.39	9.65	10.9	10.33	9.09	10.56	2.3
TCGA-HU-A4GP-01	tumor	TCGA-HU-A4GP	STAD	9.85	7.02	6.63	11.45	10.37	11.34	9.94	9.88	11.05	5.7
TCGA-HU-A4GP-11	normal	TCGA-HU-A4GP	STAD	9.03	8.21	7.33	11.7	10.14	11.01	10.46	9.26	10.69	1.54
TCGA-HU-A4GY-01	tumor	TCGA-HU-A4GY	STAD	9.12	7.22	7.36	11.09	9.8	11.09	10.12	8.97	11.86	5.9
TCGA-HU-A4GY-11	normal	TCGA-HU-A4GY	STAD	9.03	8.17	7.84	11.44	9.98	11.08	10.58	9.22	10.93	2.34
TCGA-HU-A4HB-01	tumor	TCGA-HU-A4HB	STAD	9.78	7.35	7.08	11.12	10.08	10.87	10	8.65	11.16	5.33
TCGA-HU-A4HB-11	normal	TCGA-HU-A4HB	STAD	9.16	8.1	7.41	11.75	10.11	11.01	10.28	9.03	10.75	1.86
TCGA-IN-7806-01	tumor	TCGA-IN-7806	STAD	9.8	8.29	7.47	11.01	10.1	11.16	9.38	8.97	11.12	7.63
TCGA-IN-7806-11	normal	TCGA-IN-7806	STAD	9	8.32	6.41	10.79	10.55	10.67	10.55	10.27	9.26	5.33
TCGA-IN-8462-01	tumor	TCGA-IN-8462	STAD	9.28	6.34	6.76	9.97	10.06	10.14	10.05	9.82	10.17	9.82
TCGA-IN-8462-11	normal	TCGA-IN-8462	STAD	9.49	7.95	5.86	11.21	10.7	10.61	10.44	10.87	9.28	5.21
TCGA-IN-8663-01	tumor	TCGA-IN-8663	STAD	8.58	7.12	5.68	9.52	10.21	9.02	9.26	9.49	11.68	9.74
TCGA-IN-8663-11	normal	TCGA-IN-8663	STAD	9.26	8.52	5.9	10.98	10.56	10.26	10.45	10.34	9.4	6.46
TCGA-IN-AB1V-01	tumor	TCGA-IN-AB1V	STAD	9.09	7.52	6.66	10.65	10.05	10.58	9.87	10.39	10.09	6.18
TCGA-IN-AB1V-11	normal	TCGA-IN-AB1V	STAD	8.94	8.11	6.12	11.1	10.59	10.53	10.26	10.57	10.33	4.98
TCGA-IN-AB1X-01	tumor	TCGA-IN-AB1X	STAD	8.93	7.44	7.38	10.87	10.33	10.35	9.2	9.64	10.11	5.84
TCGA-IN-AB1X-11	normal	TCGA-IN-AB1X	STAD	8.78	8.34	6.67	11.02	10.51	10.56	10.4	10.42	9.91	5.91
TCGA-IP-7968-01	tumor	TCGA-IP-7968	STAD	8.22	7.38	6.38	10.67	9.49	10.42	9.98	8.75	10.95	3.51
TCGA-IP-7968-11	normal	TCGA-IP-7968	STAD	8.91	7.16	6.16	10.44	10.3	9.91	10.01	10.08	9.37	6.55
TCGA-BJ-A28R-01	tumor	TCGA-BJ-A28R	THCA	9.26	7.53	7.5	10.12	10.09	10.5	10.07	8.79	11.62	7.1
TCGA-BJ-A28R-11	normal	TCGA-BJ-A28R	THCA	9.78	7.74	7.64	10.85	10.22	10.7	10.12	9.28	11.12	3.75
TCGA-BJ-A28W-01	tumor	TCGA-BJ-A28W	THCA	9.75	8.16	7.83	10.08	9.17	10.7	10.41	8.32	10.14	6.38
TCGA-BJ-A28W-11	normal	TCGA-BJ-A28W	THCA	9.96	7.81	7.4	10.53	9.6	11.32	10.67	8.12	9.74	6.11
TCGA-BJ-A28X-01	tumor	TCGA-BJ-A28X	THCA	8.98	7.4	7.46	10.27	9.91	10.31	10.04	9.01	11.98	5.98
TCGA-BJ-A28X-11	normal	TCGA-BJ-A28X	THCA	9.2	7.87	7.91	10.35	9.79	10.46	9.93	9.17	11.46	3.89
TCGA-BJ-A290-01	tumor	TCGA-BJ-A290	THCA	8.83	7.69	8.08	9.83	9.48	10.64	10.25	8.19	10.49	7.06
TCGA-BJ-A290-11	normal	TCGA-BJ-A290	THCA	10.15	7.96	7.74	10.88	10.14	10.71	10.02	9.1	10.95	1.53
TCGA-BJ-A2N7-01	tumor	TCGA-BJ-A2N7	THCA	9.43	8.05	7.81	10.55	9.91	10.88	10.14	8.88	10.23	3.74
TCGA-BJ-A2N7-11	normal	TCGA-BJ-A2N7	THCA	10.28	7.71	7.9	10.79	10.31	10.87	10.26	9.18	10.82	3.49
TCGA-BJ-A2N8-01	tumor	TCGA-BJ-A2N8	THCA	10.01	7.98	8.68	10.68	10.07	10.78	10.48	8.1	10.05	4.17
TCGA-BJ-A2N8-11	normal	TCGA-BJ-A2N8	THCA	9.74	7.99	7.87	10.94	10.5	11.05	10.06	9.4	10.62	1.78
TCGA-BJ-A2N9-01	tumor	TCGA-BJ-A2N9	THCA	10.1	8.7	7.3	11.91	10.29	11.5	10.44	7.88	9.48	4.68
TCGA-BJ-A2N9-11	normal	TCGA-BJ-A2N9	THCA	9.94	7.74	7.59	10.67	10	10.87	10.28	8.85	10.73	3.88
TCGA-BJ-A2NA-01	tumor	TCGA-BJ-A2NA	THCA	9.51	7.46	7.24	10.45	9.91	10.43	10.09	8.63	11.79	4.91
TCGA-BJ-A2NA-11	normal	TCGA-BJ-A2NA	THCA	10.14	8.06	7.53	10.76	10.1	10.84	10.18	8.79	10.82	3.04
TCGA-BJ-A3PR-01	tumor	TCGA-BJ-A3PR	THCA	9.32	7.59	7.44	10.42	9.9	10.42	10.31	8.66	11.71	6.39
TCGA-BJ-A3PR-11	normal	TCGA-BJ-A3PR	THCA	10.54	7.88	7.4	10.49	9.59	11.12	10.35	8.21	9.39	5.34
TCGA-BJ-A3PU-01	tumor	TCGA-BJ-A3PU	THCA	9.73	7.73	7.31	10.25	9.72	10.82	10.57	7.82	11.27	6.09
TCGA-BJ-A3PU-11	normal	TCGA-BJ-A3PU	THCA	10.01	7.89	7.84	10.75	10.11	10.85	10.24	9.11	10.82	1.81
TCGA-DO-A1JZ-01	tumor	TCGA-DO-A1JZ	THCA	8.9	7.36	7.33	9.59	9.83	10.09	9.98	8.53	10.33	8.17
TCGA-DO-A1JZ-11	normal	TCGA-DO-A1JZ	THCA	9.97	6.86	7.68	10.82	10.07	10.67	9.88	9.64	10.42	1.94
TCGA-E8-A2JQ-01	tumor	TCGA-E8-A2JQ	THCA	9.13	7.12	6.91	10.18	10.11	10.15	10.04	8.56	11.52	6.68
TCGA-E8-A2JQ-11	normal	TCGA-E8-A2JQ	THCA	9.55	7.45	7.41	10.55	9.87	10.35	9.84	9.14	11.4	4.34
TCGA-EL-A3GZ-01	tumor	TCGA-EL-A3GZ	THCA	9.23	7.76	7.48	9.64	9.7	10.31	10.25	8.5	10.81	5.01
TCGA-EL-A3GZ-11	normal	TCGA-EL-A3GZ	THCA	9.94	7.88	7.65	10.74	10.33	10.53	10.04	9.38	10.58	1.56
TCGA-EL-A3H1-01	tumor	TCGA-EL-A3H1	THCA	10.07	7.59	7.61	10.62	10.14	11	10.04	8.83	11.14	5.77
TCGA-EL-A3H1-11	normal	TCGA-EL-A3H1	THCA	10.11	7.41	7.69	11.01	10.55	11.15	10.15	9.34	11.41	2.51
TCGA-EL-A3H2-01	tumor	TCGA-EL-A3H2	THCA	10.64	7.67	7.42	11.22	10.36	11.33	10.39	8.92	10.61	2.24
TCGA-EL-A3H2-11	normal	TCGA-EL-A3H2	THCA	10.26	7.75	7.92	11.09	10.42	10.78	10.25	9.31	10.73	1.98
TCGA-EL-A3H7-01	tumor	TCGA-EL-A3H7	THCA	8.95	7.29	6.72	10.13	10.07	10.36	10.14	8.56	11.66	8.45
TCGA-EL-A3H7-11	normal	TCGA-EL-A3H7	THCA	10.78	7.41	7.47	10.81	9.85	10.72	9.68	9.17	12.83	3.74
TCGA-EL-A3MW-01	tumor	TCGA-EL-A3MW	THCA	9.54	7.93	7.53	10.31	9.79	10.77	10.26	8.45	11.1	3.68
TCGA-EL-A3MW-11	normal	TCGA-EL-A3MW	THCA	10.28	8.07	7.6	10.97	10.25	10.64	9.89	9.31	11.37	2.74
TCGA-EL-A3MX-01	tumor	TCGA-EL-A3MX	THCA	8.41	8.36	7.56	8.63	9.11	10.39	10.43	7.86	11.06	10.5
TCGA-EL-A3MX-11	normal	TCGA-EL-A3MX	THCA	9.85	7.82	7.61	10.42	9.69	10.94	10.18	9.38	10.77	2.72
TCGA-EL-A3MY-01	tumor	TCGA-EL-A3MY	THCA	9.33	7.41	6.72	10.4	10.1	10.35	9.97	8.48	12.71	8.78
TCGA-EL-A3MY-11	normal	TCGA-EL-A3MY	THCA	10.02	7.78	7.48	10.83	10.4	10.79	10.02	9.23	11.29	2.96
TCGA-EL-A3N2-01	tumor	TCGA-EL-A3N2	THCA	9.03	7.6	7.33	10.1	9.97	10.54	10.04	8.81	11.73	4.89
TCGA-EL-A3N2-11	normal	TCGA-EL-A3N2	THCA	9.28	8.07	7.9	10.35	9.93	10.38	9.76	9.42	11.18	1.91
TCGA-EL-A3N3-01	tumor	TCGA-EL-A3N3	THCA	8.92	7.2	6.81	10.43	10.17	10.4	10.07	8.64	12.33	7.46
TCGA-EL-A3N3-11	normal	TCGA-EL-A3N3	THCA	9.81	7.58	7.54	10.9	10.13	10.51	9.95	9.39	11.75	3.28
TCGA-EL-A3T0-01	tumor	TCGA-EL-A3T0	THCA	9.54	6.98	7.2	10.31	9.74	10.55	10.07	8.78	11.58	4.86
TCGA-EL-A3T0-11	normal	TCGA-EL-A3T0	THCA	9.99	7.49	7.43	10.76	10.3	10.99	10.25	9.11	11.1	2.32
TCGA-EL-A3T1-01	tumor	TCGA-EL-A3T1	THCA	8.91	7.36	6.46	10.24	10.06	10.4	9.99	8.77	11.81	6.21
TCGA-EL-A3T1-11	normal	TCGA-EL-A3T1	THCA	10.28	6.87	7.25	10.63	9.93	10.91	9.89	9.22	12.16	4.44
TCGA-EL-A3T2-01	tumor	TCGA-EL-A3T2	THCA	9.62	7.57	7.34	10.62	10.01	10.61	9.94	9.6	10.98	2.62
TCGA-EL-A3T2-11	normal	TCGA-EL-A3T2	THCA	9.45	8.01	7.68	10.49	9.77	10.33	9.79	9.79	10.64	1.39
TCGA-EL-A3T3-01	tumor	TCGA-EL-A3T3	THCA	9.41	7.4	7.09	10.13	9.84	10.43	9.98	8.38	12.11	4.8
TCGA-EL-A3T3-11	normal	TCGA-EL-A3T3	THCA	10.23	7.61	7.48	10.75	10.13	10.9	10.18	9.25	10.8	1.92
TCGA-EL-A3T6-01	tumor	TCGA-EL-A3T6	THCA	9.52	7.29	6.62	10.64	10.43	10.22	10.09	8.48	11.92	7.7
TCGA-EL-A3T6-11	normal	TCGA-EL-A3T6	THCA	10.07	7.49	7.28	10.71	9.88	10.88	9.93	8.74	12.57	4.43
TCGA-EL-A3T7-01	tumor	TCGA-EL-A3T7	THCA	9.11	7.34	7.46	10.11	9.86	10.34	10.11	8.5	11.65	5.35
TCGA-EL-A3T7-11	normal	TCGA-EL-A3T7	THCA	9.91	8.06	7.93	10.59	10.01	10.69	9.79	9.19	10.86	2.01
TCGA-EL-A3T8-01	tumor	TCGA-EL-A3T8	THCA	8.96	7.28	6.92	10.04	9.68	10.57	10.16	8.78	11.63	3.9
TCGA-EL-A3T8-11	normal	TCGA-EL-A3T8	THCA	9.55	7.94	7.58	10.52	9.78	10.79	10.1	8.92	11.14	2.37
TCGA-EL-A3TA-01	tumor	TCGA-EL-A3TA	THCA	9.61	7.62	7.55	10.03	9.4	10.74	10.15	8.5	11.14	6.09
TCGA-EL-A3TA-11	normal	TCGA-EL-A3TA	THCA	10.04	7.57	7.88	10.49	10.03	11.06	9.97	9.36	10.89	1.62
TCGA-EL-A3TB-01	tumor	TCGA-EL-A3TB	THCA	9.59	7.74	7.7	10.38	9.25	10.55	10.12	8.42	10.52	4.7
TCGA-EL-A3TB-11	normal	TCGA-EL-A3TB	THCA	10.3	7.72	7.93	10.85	10.06	10.69	10.2	9.17	10.78	1.77
TCGA-EL-A3ZG-01	tumor	TCGA-EL-A3ZG	THCA	9.53	7.6	7.37	10.52	10.35	11.05	10.6	7.88	11.08	6.39
TCGA-EL-A3ZG-11	normal	TCGA-EL-A3ZG	THCA	10.9	7.94	8.08	10.77	10.1	11.44	10.53	8.63	10.46	1.81
TCGA-EL-A3ZH-01	tumor	TCGA-EL-A3ZH	THCA	9.89	7.65	7.42	10.53	10.05	10.51	10.01	8.67	10.89	5.63
TCGA-EL-A3ZH-11	normal	TCGA-EL-A3ZH	THCA	10.28	7.67	8.25	10.89	10.17	10.85	10.28	9.22	11.25	4
TCGA-EL-A3ZK-01	tumor	TCGA-EL-A3ZK	THCA	9.23	7.18	6.9	10.58	10.19	10.5	10.02	8.7	11.95	6.65
TCGA-EL-A3ZK-11	normal	TCGA-EL-A3ZK	THCA	10.08	7.6	7.59	10.89	10.24	10.95	9.97	9.21	11.44	3.95
TCGA-EL-A3ZL-01	tumor	TCGA-EL-A3ZL	THCA	9	7.38	7.7	9.51	9.33	11.09	10.2	8.08	11.71	6.3
TCGA-EL-A3ZL-11	normal	TCGA-EL-A3ZL	THCA	9.59	8.17	8.28	10.61	9.81	10.86	9.84	9.44	11.75	1.39
TCGA-EL-A3ZM-01	tumor	TCGA-EL-A3ZM	THCA	9.39	8.26	7.5	10.15	9.47	10.65	10.31	7.41	11.64	9.86
TCGA-EL-A3ZM-11	normal	TCGA-EL-A3ZM	THCA	10.34	7.99	8.18	11.2	10.31	11.24	10.47	8.76	10.87	2.36
TCGA-EL-A3ZO-01	tumor	TCGA-EL-A3ZO	THCA	9.24	7.29	7.11	10.01	9.81	10.45	10.4	7.81	12.33	8.65
TCGA-EL-A3ZO-11	normal	TCGA-EL-A3ZO	THCA	10.42	7.63	8.16	10.56	9.96	10.83	10.03	9.06	12.12	3.25
TCGA-EL-A3ZP-01	tumor	TCGA-EL-A3ZP	THCA	9.24	7.29	7.47	9.63	9.56	10.44	10.34	8.33	11.52	8.9
TCGA-EL-A3ZP-11	normal	TCGA-EL-A3ZP	THCA	9.75	7.46	7.52	10.52	10.13	10.35	9.98	9.41	10.87	3.68
TCGA-EL-A3ZQ-01	tumor	TCGA-EL-A3ZQ	THCA	9.81	8.03	7.73	9.54	8.69	10.65	9.94	7.73	8.49	4.4
TCGA-EL-A3ZQ-11	normal	TCGA-EL-A3ZQ	THCA	10.39	7.74	8.31	10.4	9.88	10.78	9.89	9.13	12.09	3.46
TCGA-EL-A3ZR-01	tumor	TCGA-EL-A3ZR	THCA	9.7	7.83	7.34	10.14	9.72	11	10.18	7.88	10.31	4.9
TCGA-EL-A3ZR-11	normal	TCGA-EL-A3ZR	THCA	10.29	7.91	8.04	10.43	9.87	10.44	9.92	9.2	11.19	3.58
TCGA-EL-A3ZS-01	tumor	TCGA-EL-A3ZS	THCA	9.63	7.22	7.36	10.22	9.86	10.39	10.01	8.54	12.05	7.34
TCGA-EL-A3ZS-11	normal	TCGA-EL-A3ZS	THCA	10.02	8.02	7.22	10.45	9.03	10.65	10.52	8.11	10.52	6.33
TCGA-EL-A3ZT-01	tumor	TCGA-EL-A3ZT	THCA	9.52	7.46	7.85	9.95	9.81	10.51	10.05	8.35	12.4	4.34
TCGA-EL-A3ZT-11	normal	TCGA-EL-A3ZT	THCA	9.59	8.14	7.83	10.59	10	10.63	9.78	9.1	11.18	0.47
TCGA-EM-A1CS-01	tumor	TCGA-EM-A1CS	THCA	9.24	7.06	7.5	10.37	9.97	10.41	9.99	9.27	11.18	4.24
TCGA-EM-A1CS-11	normal	TCGA-EM-A1CS	THCA	10.61	7.84	7.76	10.96	10.48	10.98	10.28	8.92	10.64	3.02
TCGA-EM-A1CT-01	tumor	TCGA-EM-A1CT	THCA	8.93	7.52	7.46	10.08	9.99	10.35	9.73	8.53	11.49	4.52
TCGA-EM-A1CT-11	normal	TCGA-EM-A1CT	THCA	10.18	7.44	8.14	10.95	10.31	11.08	10.3	9.24	10.59	1.81
TCGA-EM-A1CU-01	tumor	TCGA-EM-A1CU	THCA	9.14	7.36	7.06	9.98	10.15	10.03	10.07	8.11	11.91	6.46
TCGA-EM-A1CU-11	normal	TCGA-EM-A1CU	THCA	9.85	7.94	7.98	10.83	10.06	10.53	10.03	9.38	10.88	1.62
TCGA-EM-A1CV-01	tumor	TCGA-EM-A1CV	THCA	9.34	7.41	7.45	10.65	9.83	10.5	10.02	8.84	11.26	3.45
TCGA-EM-A1CV-11	normal	TCGA-EM-A1CV	THCA	9.94	8.33	7.84	10.52	10.07	10.43	9.93	9.18	10.59	1.54
TCGA-EM-A1CW-01	tumor	TCGA-EM-A1CW	THCA	10.04	7.79	7.76	11.24	10.31	11.31	10.45	8.39	10.88	4.53
TCGA-EM-A1CW-11	normal	TCGA-EM-A1CW	THCA	10.34	8.36	8.32	10.98	10.17	10.72	10.27	9.39	11.15	1.01
