sample	CancerType	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE
TCGA-DU-5847-01	LGG	0	0.086397408	0	0.072121303	0	0.136924859	0	0.00645797	0.009560717	0	0.095281157	0	0.195854956	0	0.010038527	0.325738435	0	0	0	0.048562641	0	0.013062028	0.506	0.029626441	1.07242366
TCGA-DU-6393-01	LGG	0.018500782	0	0	0.054705301	0.023801304	0.169187526	0	0	0	0	0.02696174	0	0.030582419	0	0	0.441690226	0	0.01774527	0.213247258	0	0	0.003578174	0.948	-0.028677377	1.099596547
TCGA-DU-6394-01	LGG	0.008442107	0	0	0.019346725	0.050655603	0.009511375	0	0.028618072	0	0	0.073677213	0	0.034956695	0.063764358	0.015160945	0.321911174	0.008328054	0	0.324439645	0	0	0.041188034	0.558	0.023080426	1.087187066
TCGA-DU-6392-01	LGG	0.035850747	0	0.002911364	0.033449867	0	0.028826106	0	0.028995831	0	0	0	0.048000906	0.11919265	0	0.002513298	0.654329215	0	0	0	0.039498992	0	0.006431025	0.02	0.187298537	1.040007107
TCGA-DU-6400-01	LGG	0	0.050711649	0	0.160022389	0	0	0	0.040105766	0	0	0.000221304	0.047931503	0.083899062	0	0.017417908	0.552265264	0	0	0	0.047425155	0	0	0.678	0.011413154	1.101799512
TCGA-DU-5870-01	LGG	0	0.076959601	0	0	0.057403888	0	0	0.030232411	0	0	0.012107228	0.003788485	0.339731523	0.01534577	0	0.462940988	0	0	0	0	0	0.001490106	0.064	0.138912519	1.059132369
TCGA-DU-6395-01	LGG	0.005495884	0.002570248	0	0.018072819	0.008867363	0.014528668	0	0.035421878	0	0	0	0.018652701	0.169061201	0	0.019938026	0.297830212	0	0	0	0.408037784	0.001523215	0	0	0.45948198	0.898863395
TCGA-DU-6401-01	LGG	0.014620807	0	0	0.007127058	0	0.117192174	0	0.009922929	0	0	0.027226345	0.058015103	0.103261682	0	0	0.425037167	0	0.002426984	0	0.214959945	0.011108044	0.009101761	0.008	0.266006673	0.990086884
TCGA-DU-6408-01	LGG	0	0.007834114	0	0.011741669	0.017741819	0.064622879	0	0.005621036	0	0	0.010411604	0.033686886	0.198063628	0	0	0.492983575	0	0.000628721	0	0.154498132	0.002165937	0	0.012	0.221336046	1.015145135
TCGA-DU-5874-01	LGG	0.032558396	0	0	0.048731338	0.02991835	0.083071981	0	0.071572587	0	0	0	0	0.040659209	0	0	0.395224841	0	0.00767803	0.266344339	0	0	0.024240931	0.944	-0.027105841	1.099927376
TCGA-DU-5872-01	LGG	0.043680592	0	0.037229614	0.014672273	0	0.028208648	0	0.026484861	0	0	0	0.030449852	0.130715558	0	0.052426313	0.529444498	0	0	0	0.077432641	0	0.029255149	0.058	0.142062269	1.047447466
TCGA-CS-4943-01	LGG	0.003664824	0	0	0.016898561	0	0.18956372	0	0.014723752	0	0	0	0.086026448	0.05316586	0	0	0.518637723	0	0.010002367	0	0.092556846	0.002824634	0.011935266	0.022	0.179507562	1.027716969
TCGA-DU-6410-01	LGG	0	0.027398252	0	0.033315405	0.196627314	0	0	0.064547975	0	0	0	0.025505394	0.021240098	0	0	0.539514261	0	0.015906418	0.06131443	0	0	0.014630453	0.998	-0.077477913	1.13197174
TCGA-FG-6689-01	LGG	0	0.027555021	0	0.017037642	0	0.097107945	0	0.000609659	0	0	0.013021641	0.081270329	0.239835437	0	0	0.370624199	0	0.007636304	0	0.137600576	0.003196072	0.004505173	0.084	0.125341677	1.051005502
TCGA-DU-5854-01	LGG	0.008268848	0	0	0.072971587	0	0.146279072	0	0.001056831	0.000686759	0	0.06585592	0	0.044828157	0	0	0.554090373	0	0.005069284	0.087993102	0	0	0.012900067	0.208	0.074804723	1.069346009
TCGA-DU-5849-01	LGG	0.000716875	0	0	0.118099247	0	0.004945912	0	0.08684553	0	0	0	0.050274774	0.067508906	0.023647451	0.00240884	0.615336037	0	0	0	0.005554101	0	0.024662329	0.234	0.06676802	1.091524334
TCGA-DH-5142-01	LGG	0	0.01609484	0	0.011141763	0	0.068700776	0	0.001985957	0	0	0.023914286	0.017822649	0.23833934	0	0.022214919	0.549590088	0	0	0.04130656	0	0.008888823	0	0.002	0.407976299	0.918263222
TCGA-DU-6403-01	LGG	0	0.002225404	0	0.010240083	0	0.12240206	0	0	0	0	0.014330556	0.051574237	0.170525454	0	0.032087604	0.578687811	0	0	0	0.017853756	0	7.30E-05	0.02	0.184991362	1.033617863
TCGA-DU-6396-01	LGG	0.005838185	0.006542133	0	0.034096679	0	0.128289898	0	0	0.006772359	0	0.067605699	0.015545524	0.105441017	0	0.001854219	0.571969689	0	0.008988529	0.035287476	0	0	0.011768592	0.004	0.303794282	0.96867713
TCGA-DH-5140-01	LGG	0	0.002046858	0	0.154404033	0	0.071833066	0	0.014670336	0	0	0.005385604	0.046647582	0.028136729	0	0.008710557	0.655883551	0	0	0.012281684	0	0	0	0.308	0.054736716	1.099247079
TCGA-DU-6397-01	LGG	0.013158733	0.011531161	0.030723104	0.054317177	0.041194347	0.025519555	0	0.007040394	0	0	0.004296046	0	0.087626081	0	0.019302358	0.614404948	0.001582009	0	0	0.056876046	0	0.032428042	0.108	0.107857981	1.070028026
TCGA-DU-6406-01	LGG	0	0.007077024	0	0.006101594	0.016573714	0	0	0.047179404	0	0	0.029576516	0	0	0.164851221	0.034592843	0.65151495	0	0	0.040664893	0	0	0.001867839	0.028	0.171475355	1.064405977
TCGA-CS-4944-01	LGG	0.011925398	0.009470512	0	0.11505845	0	0.037509776	0	0	0	0	0	0	0.047965425	0	0.000569366	0.686128076	0	0	0.081542903	0	0.00693367	0.002896425	0.064	0.139262424	1.061556477
TCGA-E1-5302-01	LGG	0.003800211	0	0	0.047334528	0	0.07250957	0	0.010040838	0	0	0	0	0.193755404	0	0	0.569084992	0	0.010869769	0.083028297	0	0	0.009576391	0.014	0.211425313	1.019650332
TCGA-DU-6399-01	LGG	0	0.004683066	0	0.008783556	0.008789676	0.027005044	0	0	0	0	0.002385499	0.019680708	0.249500556	0	0	0.660137947	0	0.005568446	0	0.012129851	0	0.001335651	0.014	0.21081648	1.043587984
TCGA-DU-6402-01	LGG	0	0.004894936	0.009512884	0.09899708	0	0.077958989	0	0.008565125	0.007761838	0	0.050295548	0	0.137260426	0	0.023560429	0.559425851	0	0	0.0177251	0	0	0.004041793	0.478	0.032076564	1.095037181
TCGA-FG-5964-01	LGG	0	0	0	0.021136424	0	0.109929614	0	0.004120419	0	0	0.01881525	0.062170251	0.084522019	0	0.003169495	0.674965248	0	0	0	0.02117128	0	0	0.012	0.225080864	1.022043095
TCGA-FG-5963-01	LGG	0.000877892	0	0.004980862	0.072860402	0	0.095065975	0	0.016800499	0.007515427	0	0	0.009009782	0.078222325	0	0.026834633	0.683724714	0	0	0	0.001348561	0	0.002758927	0.008	0.264296102	1.000701625
TCGA-DU-6407-01	LGG	0	0.019145103	0	0.006738002	0.013065546	0.025458199	0	0	0	0	0.015571753	0.007893109	0.241537557	0	0.00245842	0.628026163	0	0	0	0.040106148	0	0	0.072	0.132626624	1.077870086
TCGA-HT-8109-01	LGG	0.041957908	0	0	0.10528777	0	0.170520861	0	0	0	0	0	0.082833379	0.041378541	0	0.000183645	0.407333631	0	0	0	0.119634279	0.005408462	0.025461523	0.232	0.067503375	1.069747546
TCGA-HT-8563-01	LGG	0.010371121	0.006697892	0	0.054545163	0	0.089187647	0	0.000926341	0.024016567	0	0.021580007	0.009665346	0.097682512	0	0.052469854	0.523160624	0.001189988	0.006881473	0.061571893	0	0	0.040053572	0.002	0.363621334	0.936231117
TCGA-DB-5270-01	LGG	0	0.030803182	0	0.02766758	0	0.03990849	0	0.021309182	0	0	0	0.031546047	0.205594246	0	0.016385148	0.445137785	0	0	0	0.181648341	0	0	0.044	0.155453044	1.044855807
TCGA-DB-5273-01	LGG	0.009908844	0	0	0.022230258	0	0.106121152	0	0.006846313	0.002217228	0	0.000628387	0.006902099	0.132346076	0	0.014559066	0.621155671	0	0	0	0.068484742	0	0.008600164	0.008	0.264034485	0.997751683
TCGA-DU-6405-01	LGG	0.014689441	0	0	0.055304604	0	0.16646294	0	0.002904754	0.009536668	0	0.061595862	0.019941582	0.044688816	0	0.017483812	0.569933013	0	0	0	0.029964967	0.003868133	0.003625409	0.454	0.035019319	1.092895725
TCGA-DU-6404-01	LGG	0	0	0.01072578	0.148786498	0	0.119157543	0	0.061279091	0.019502145	0	0.049750213	0.024329098	0.055148458	0.211049917	0.027219181	0.20583825	0.000228583	0	0	0.058993989	0.007991252	0	0.218	0.072508105	1.065983467
TCGA-FG-5963-02	LGG	0.009187767	0	0	0.080658177	0	0.111922734	0	0.032769184	0	0	0	0.004559831	0.064597954	0.299126618	0.03856092	0.337012969	0	0	0.021603845	0	0	0	0.366	0.047715346	1.098758282
TCGA-FG-A4MT-02	LGG	0	0.065981727	0	0.026250706	0.01960447	0.005874203	0	0.044177571	0	0	0	0.020111263	0.100947311	0	0	0.492481268	0	0.00078618	0	0.201670763	0.022114536	0	0.02	0.180725892	1.033159916
TCGA-FG-5965-02	LGG	0.010324272	0	0	0.085165084	0	0.013652199	0	0.044212307	0	0	0	0.078095209	0.008788799	0	0.001055862	0.610705681	0	0.007061986	0	0.12821947	0.00416506	0.008554072	0.012	0.221110134	1.01943383
TCGA-FG-5965-02	LGG	0	0.019603013	0	0.172701706	0.119638558	0	0	0.126368506	0	0	0	0.079574552	0.069347612	0	0.000302625	0.412463428	0	0	0	0	0	0	0.978	-0.043372826	1.121858206
TCGA-FG-A60J-01	LGG	0	0.042411304	0.006181597	0.010269582	0	0.083814466	0	0.024834157	0	0	0	0.050230809	0.222802347	0	0	0.483154104	0	0.00560006	0	0.067629987	0.003071588	0	0.014	0.212104652	1.012537233
TCGA-DU-A5TR-01	LGG	0.02125953	0	0.025771727	0.08874833	0	0.007842577	0	0.011766132	0	0	0	0.083421111	0.176841947	0	0.004471682	0.516039494	0	0	0	0.063418928	0.000418542	0	0.004	0.297279027	0.972900903
TCGA-FG-A4MU-01	LGG	0.005356441	0	6.03E-05	0.021460863	0	0.113739692	0.00338659	0.022991314	0.003790903	0	0.043020524	0	0.028884463	0.002438628	0.026290549	0.703422016	0	0	0.007801247	0	0	0.017356489	0.112	0.106829602	1.081945679
TCGA-HT-A5R5-01	LGG	0	0.046528771	0	0	0	0.004755278	0	0.047754131	0	0	0	0.016376536	0.409213899	0	0	0.145715158	0	0.051430228	0	0.259331298	0.018894702	0	0.026	0.176260964	1.04330519
TCGA-HT-7477-01	LGG	0.020221277	0	0	0.018157246	0	0.139167885	0	0	0	0	0.063772247	0.066410698	0.120512685	0	0.001834703	0.507160741	0	0.010770913	0	0.042359183	0.001093365	0.008539059	0.242	0.066059984	1.077288129
TCGA-P5-A5F4-01	LGG	0	0.076026138	0	0.110115929	0.038445205	0	0	0.089809673	0	0	0	0.04375146	0.152537978	0	0.027574433	0.2414876	0	0	0	0.217246479	0.003005104	0	0.814	-0.00494362	1.096609158
TCGA-P5-A5EX-01	LGG	0.007711062	0.031162939	0.031913188	0.101205236	0	0.105786918	0	0.002569932	0.022545066	0	0	0.006459309	0.027893904	0	0.016362949	0.496978858	0	0	0.140987526	0	0	0.008423112	0.082	0.125522351	1.037775489
TCGA-P5-A5F0-01	LGG	0	0.23726604	0	0.123135506	0.118368429	0	0	0.073377017	0	0	0.007124083	0.048881444	0.089569315	0	0	0.285028635	0	0	0.017249529	0	0	0	0.988	-0.04785168	1.108848889
TCGA-P5-A5F2-01	LGG	0	0.059896289	0	0.050367661	0.035734173	0	0	0.061612423	0	0	0.002556968	0.030053391	0.207345044	0	0	0.373583797	0	0.006819878	0	0.171046644	0.000983732	0	0.148	0.093812317	1.06029834
TCGA-HT-A5RB-01	LGG	0	0.166906759	0	0.012096748	0.124247237	0.002884589	0	0	0	0	0.008865939	0.007435647	0.233459674	0	0	0.316958057	0	0	0	0.12714535	0	0	0.606	0.017331374	1.08502643
TCGA-P5-A5F1-01	LGG	0	0.051521736	0	0.056996634	0.049366851	0	0	0	0	0	0.029457635	0	0.20085049	0	0.015825119	0.574114795	0	0	0.021866741	0	0	0	0.048	0.15056723	1.049236274
TCGA-HT-A5RC-01	LGG	0	0.012791827	0	0.010024758	0.043061104	0.089007847	0	0.007908314	0	0	0	0.032039419	0.2033803	0	0.00087717	0.599035874	0	0	0	0	0	0.001873388	0.492	0.030733215	1.113126606
TCGA-FG-A4MW-01	LGG	0.00659238	0.012265067	0	0.045401509	0.045461503	0.02091254	0	0.009942917	0	0	0	0.017890904	0.020168751	0	0.024394172	0.445680116	0	0	0.332267393	0	0.00101392	0.018008828	0.492	0.030908855	1.093018367
TCGA-DU-5853-01	LGG	0	0.036251984	0.001607073	0.033087217	0.023393346	0.071293408	0	0	0	0	0.006408864	0.006229102	0.173525088	0	0.011573836	0.58240841	0	0.003096565	0	0.046338652	0	0.004786454	0.008	0.254095945	0.999115624
TCGA-FG-A4MY-01	LGG	0	0.026746497	0	0.062691291	0.016326253	0	0	0.049578222	0	0	0.001351219	0.036167006	0.031883582	0.09867608	0.034128395	0.585171005	0	0	0	0.054135253	0	0.003145197	0.162	0.09129662	1.083193481
TCGA-FG-A4MT-01	LGG	0	0.023918486	0	0.003626831	0.045467912	0.072543752	0	0	0	0	0.024334191	0.033665352	0.128765352	0	0	0.634872602	0	0	0	0.032805522	0	0	0.118	0.10391706	1.077478493
TCGA-HW-8322-01	LGG	0	0.072927685	0.01511869	0.028992709	0.135868871	0	0	0.016832068	0	0	0.034377719	0	0.039231464	0	0.029487727	0.597480504	0	0	0.020123068	0	0	0.009559493	0.182	0.083563033	1.070851921
TCGA-HT-7879-01	LGG	0	0.019955963	0	0.005133366	0.049247978	0.029598368	0	0	0	0	0.012404948	0.009777592	0.20090476	0	0	0.616535958	0	0	0	0.056441065	0	0	0.034	0.163818461	1.054006161
TCGA-FG-A6J3-01	LGG	0	0.001645204	0.001684543	0.152225774	0	0	0	0.052152152	0	0	0	0.072412345	0.18502704	0	0.0111045	0.466582182	0	0	0	0.054555607	0.002610653	0	0.008	0.264995078	0.98550161
TCGA-QH-A6CU-01	LGG	0	0.010059472	0.001773613	0.021197616	0.013634282	0.083013322	0	0.010905766	0	0	0.027383542	0.038177645	0.145177376	0	0.003698183	0.432757638	0	0	0	0.202255117	0.00851308	0.001453347	0.01	0.247001937	0.998539324
TCGA-QH-A6CV-01	LGG	0.004588964	0.00432138	0	0.037180118	0	0.12058411	0	0.004650653	0	0	0.042853578	0.025863835	0.043940126	0	0	0.608033461	0	0.010937618	0.084874594	0	0	0.012171561	0.028	0.169051278	1.034491823
TCGA-FG-A60L-01	LGG	0.000802328	0.017338717	0	0.034975974	0	0.024492498	0	0.02011811	0	0	0.02526469	0.021814611	0.358210504	0	0	0.439756013	0	0	0	0.057226556	0	0	0.004	0.292795226	0.981074612
TCGA-DH-A66D-01	LGG	0.004382469	0	0	0.011938863	0	0.094059129	0	0	0	0	0.05380238	0.010337388	0.127469435	0	0.003076092	0.60393244	0	0	0	0.083384538	0.00140702	0.006210246	0.012	0.220881741	1.01796231
TCGA-FG-A6J1-01	LGG	0.007162618	0.039509687	0	0.020825336	0.021475824	0.097727872	0	0.010556238	0	0	0.016517133	0.055179434	0.26968216	0	0	0.384168727	0	0.002867946	0	0.060290642	0	0.014036383	0.048	0.150103206	1.035551547
TCGA-FG-A6IZ-01	LGG	0	0.034044216	0	0.0960234	0	0.031166785	0	0.074061919	0	0	0.023814343	0.039616827	0.135927953	0	5.19E-05	0.507382709	0	0.006742227	0.050897213	0	0	0.000270506	0.122	0.102620148	1.054818632
TCGA-DB-A64V-01	LGG	0	0.000469841	0	0.122287512	0	0	0	0.024469611	0	0	0	0.033149399	0.105264236	0	0.009580002	0.703688663	0	0	0	0.001090737	0	0	0.004	0.297657443	0.986946376
TCGA-DB-A64W-01	LGG	0	0.099837332	0	0.003358248	0.323029202	0	0	0.061182003	0	0	0.075902313	0.072938022	0.060346765	0.015670466	0	0.27748772	0	0	0.010247928	0	0	0	0.998	-0.063877314	1.121108993
TCGA-DH-A669-01	LGG	0.003947649	0.021372172	0	0.050605803	0	0.262904039	0	0.040704769	0.000594221	0	0	0.026117463	0.043751194	0	0.090939626	0.402622209	0	0	0.056440854	0	0	0	0.206	0.075693985	1.059358609
TCGA-QH-A65Z-01	LGG	0.065338885	0.083049176	0.003309973	0.056528198	0.017845719	0	0	0.056293887	0	0	0.053362359	0	0.202849759	0.009763302	0	0.250204305	0	0	0	0.201454436	0	0	0.122	0.102652738	1.050643204
TCGA-QH-A65S-01	LGG	0.000919202	0.020143329	0	0.011126934	0.027897735	0.135947806	0	0	0	0	0.020602465	0.022642992	0.154391668	0	0	0.402395189	0	0.003638306	0.174759314	0	0	0.025535059	0.028	0.170801732	1.018214603
TCGA-HT-A61B-01	LGG	0.000688613	0.003529048	0	0.000636648	0.000869165	0.036918016	0	0	0	0	0.018766601	0.010671266	0.236850889	0	0.003214916	0.687854839	0	0	0	0	0	0	0	0.470440179	0.890129127
TCGA-HT-A61C-01	LGG	0.003827806	0.001235358	0	0.079440017	0	0.071388407	0	0.030524932	0.012905246	0	0.014925071	0.038491006	0.0040713	0.30384825	7.53E-05	0.371998617	0	0	0	0.059430399	0	0.007838271	0.036	0.160419082	1.053088272
TCGA-DH-A669-02	LGG	0	0.037039386	0	0.025058224	0	0.064263241	0	0.025660164	0	0	0	0.066201185	0.113915043	0	0.009189754	0.590504358	0	0.005516871	0	0.061794421	0	0.000857354	0.06	0.140233057	1.053477317
TCGA-DB-A64O-01	LGG	0.016599188	0	0	0.052380163	0.017712545	0.14408323	0	0.019232226	0	0	0.014069848	0	0.050409451	0	0.00127895	0.518024872	0	0.002188909	0.154663525	0	0	0.009357094	0.144	0.095885493	1.055999039
TCGA-DH-A66B-01	LGG	0	0.011188501	0.003866028	0.013711747	0	0.065888972	0	0.002302474	0	0	0.009025535	0.030774577	0.191260124	0	0.011434208	0.608155283	0	0	0	0.052376145	0	1.64E-05	0.002	0.368128439	0.943315014
TCGA-QH-A65R-01	LGG	0	0.041164429	0.01435176	0.015725503	0.052847202	0	0	0.067576346	0	0	0.024122298	0.043747504	0.01794151	0	0	0.431298473	0	0	0	0.284495528	0.006729448	0	0.018	0.19471092	1.032997395
TCGA-DB-A64U-01	LGG	0	0.022447617	0	0	0.070030752	0.027353626	0	0.069573223	0	0	0.006935292	0.035179321	0.364079269	0	0	0.282884385	0	0.001026297	0	0.114137616	0.006352602	0	0.358	0.049090028	1.083309113
TCGA-DB-A64R-01	LGG	0	0.042661527	0	0	0.100208044	0.065011714	0	0	0	0	0.04618018	0	0.245068315	0	0	0.413377788	0	0.004481027	0	0.083011405	0	0	0.838	-0.008261093	1.101721435
TCGA-DB-A64P-01	LGG	0	0.039679968	0	0.040366034	0.019848992	0	0	0.055981866	0	0	0	0.022652364	0.165567954	0	0.013473507	0.563020925	0	0	0	0.070460082	0.008948309	0	0.102	0.1107458	1.066021667
TCGA-DB-A64X-01	LGG	0	0.01085828	0	0.075776149	0	0.112903982	0	0.031183672	0	0	0.15128431	0	0.069034914	0	0.002890805	0.52284991	0	0	0.023217978	0	0	0	0.17	0.088223824	1.066788686
TCGA-DH-A66F-01	LGG	0	0.077165374	0.019655689	0.048183369	0.115954013	0.027206736	0	0	0	0	0.041132017	0	0.013366304	0	0	0.616987466	0	0	0.030933106	0	0	0.009415926	0.218	0.073008554	1.077256634
TCGA-HT-A614-01	LGG	0	0.017299226	0.000946428	0.035207661	0	0.171662287	0	0.011498678	0	0	0.103334818	0.005452874	0.051638914	0	0	0.544697228	0	0.01084016	0.047421726	0	0	0	0.106	0.110180176	1.054105951
TCGA-FG-A60K-01	LGG	0.028151391	0	0	0.044527472	0.012745602	0.182918253	0	0.005974728	0.002835552	0	0.130736985	0	0.129714191	0	0	0.218269949	0	0.017621729	0.199569194	0	0	0.026934954	0.826	-0.006388214	1.079934022
TCGA-HT-A615-01	LGG	0.011052352	0	0	0.041281448	0	0.102849811	0	0.006271425	0	0	0.029553338	0.003504978	0.091563749	0	0.000370539	0.668277934	0	0.001341896	0.035888598	0	0	0.00804393	0.004	0.311715025	0.973173575
TCGA-HT-A616-01	LGG	0	0.030259569	0	0.067465212	0	0.010709115	0	0.057240829	0	0	0	0.040461703	0.312858502	0	0	0.192854643	0	0	0	0.275556269	0.012594158	0	0.434	0.037902574	1.104552286
TCGA-HT-A617-01	LGG	0	0.096566931	0	0.061181273	0.033958551	0	0	0	0	0.004348682	0.003565709	0	0	0	0.022212712	0.706198672	0.005644535	0	0.066322936	0	0	0	0.066	0.138431736	1.063753079
TCGA-HT-A618-01	LGG	0.006018484	0.006167987	0	0.035751404	0	0.107859755	0	0.00408069	0	0	0.034622056	0.015141052	0.173810002	0	0.002274728	0.554525298	0	0	0	0.049779979	0.00126419	0.008704377	0.002	0.348902859	0.94812576
TCGA-HT-A619-01	LGG	0	0.164666348	0.060368657	0.069495579	0	0.156826163	0	0.176188405	0	0	0	0.038062434	0.041040513	0.024976309	0	0.112729925	0.003134254	0.011346274	0.141165139	0	0	0	0.744	0.003519824	1.08683772
TCGA-DB-A64L-01	LGG	0.001767796	0.080146368	0.009503777	0.048146797	0.014709437	0	0	0.033080006	0	0	0.002036202	0.049188687	0.098493318	0	0	0.340100533	0	0.003347924	0	0.220498671	0	0.098980484	0.114	0.105425267	1.063233577
TCGA-DB-A64Q-01	LGG	0	0.006359539	0	0.023340529	0.095782489	0.196723667	0	0.037040579	0	0	0.076083816	0	0.07009775	0	0.001019967	0.26727036	0	0.000365998	0.214456501	0	0.001404541	0.010054263	0.58	0.019577138	1.074621897
TCGA-R8-A6YH-01	LGG	0	0.035320151	0	0.010116572	0.028029729	0.025561907	0	0.004094567	0	0	0.014149417	0.0083889	0.240715523	0	0	0.414487747	0	0	0	0.219135485	0	0	0.02	0.188252502	1.033973812
TCGA-QH-A6XC-01	LGG	0.019963141	0.004559357	0	0.119214331	0	0.16357487	0	0.024367322	0.00105708	0	0.056367228	0	0.04752129	0	0.031469969	0.346372867	0	0	0.177829377	0	0	0.007703167	0.446	0.036393292	1.065727471
TCGA-R8-A73M-01	LGG	0	0.042107303	0.010295774	0.039573014	0.081149655	0.070423168	0	0.002670673	0	0	0	0.079176268	0.055030412	0	0	0.40038246	0	0.004826473	0	0.200286672	0.007678165	0.006399965	0.646	0.01454629	1.09922192
TCGA-S9-A6TU-01	LGG	0.003425088	0	0	0.020912905	0	0.047881586	0	0.024078616	0	0	0.023762616	0.029961367	0.207373088	0	0	0.460457616	0	0.002772941	0	0.179351509	2.27E-05	0	0.004	0.309895597	0.970112943
TCGA-S9-A6TX-01	LGG	0.027258827	0	0	0.021283971	0.071041535	0.061194417	0	0	0	0	0.089329381	0	0.022889041	0	0	0.537168756	0	0.008969196	0.155031768	0	0	0.005833107	0.664	0.012541222	1.091371751
TCGA-S9-A6U0-01	LGG	0.005286971	0.001538809	0	0.101136434	0	0.15141105	0	0.036235503	0.007483147	0	0.114250573	0	0.028061273	0	0.029738862	0.476242054	0	0	0.044103375	0	0	0.004511949	0.246	0.065593067	1.069039539
TCGA-S9-A6U9-01	LGG	0.051583579	0	0	0	0	0.107767618	0	0.014566254	0	0	0	0.064853418	0.113860434	0	0	0.463387967	0	0.012062295	0	0.159877477	0.008142511	0.003898448	0.004	0.310376026	0.964626175
TCGA-DU-A6S3-01	LGG	0	0.052072897	0	0.147144396	0.133148187	0	0	0	0	0	0.028544033	0.043505218	0.229845259	0	0.020288782	0.208209154	0	0	0	0.137242073	0	0	0.988	-0.048772734	1.107974409
TCGA-R8-A6MK-01	LGG	0	0.067282476	0	0	0.068987406	0.032112822	0	0.041247928	0	0	0.017455618	0.013043648	0.394457092	0	0	0.364413959	0	0.00099905	0	0	0	0	0.086	0.123440666	1.058845082
TCGA-DU-A6S6-01	LGG	0	0.048949241	0	0.081000973	0.081389464	0	0	0.196043252	0	0	0	0.066779634	0.189598533	0	0	0.162524135	0	0	0	0.147205549	0.026509219	0	0.956	-0.031787766	1.10481196
TCGA-DU-A76O-01	LGG	0	0.015488092	0	0.017902529	0.038084309	0.021701725	0	0	0	0	0.017590613	0	0.292634823	0	0	0.540609713	0	0.001305839	0.052016786	0	0.002665572	0	0.004	0.339664547	0.958548743
TCGA-DU-A6S7-01	LGG	0.02193481	0	0	0.00726376	0.006823881	0.030567717	0	0	0.003861111	0	0.020346155	0.044554553	0.295892004	0	0	0.518372041	0	0	0	0.04708969	0.003294277	0	0.014	0.208385175	1.027649607
TCGA-P5-A77X-01	LGG	0	0.193592478	0	0.044577407	0.169974517	0	0	0	0	0	0.093622782	0	0.268460903	0	0	0.223582444	0	0	0.006189469	0	0	0	0.37	0.047251636	1.068554828
TCGA-P5-A780-01	LGG	0.007842769	0	0	0.029423753	0	0.167933362	0	0.010286754	0	0	0.009451506	0.101285476	0.113551324	0	0	0.184391249	0	0	0	0.348984077	0.016996263	0.009853467	0.002	0.365752868	0.949999867
TCGA-P5-A781-01	LGG	0	0.045723674	0	0.010419646	0.084436496	0.020815605	0	0.076137637	0	0	0.019709881	0.031202427	0.225552691	0	0.02425815	0.442064021	0	0	0	0.019679772	0	0	0.076	0.129549749	1.04327489
TCGA-QH-A6CY-01	LGG	0	0.093614009	0	0.072263129	0.006917797	0	0	0.136564673	0	0	0	0.068947831	0.254348371	0	0.00558574	0.152427469	0	0	0	0.202415748	0.006915232	0	0.624	0.01639468	1.090521142
TCGA-QH-A6CZ-01	LGG	0.001461361	6.89E-05	0	0.089332699	0.022217713	0.016372582	0	0.029849714	0	0	0.001849	0.03098591	0.110703474	0	0	0.394204394	0	0	0	0.23861961	0.064334664	0	0.314	0.053754676	1.090888289
TCGA-QH-A6X3-01	LGG	0.004834628	0	0.002337259	0.006900034	0.016933652	0.050047484	0	0.003177878	0	0	0.017871228	0.019730444	0.015580865	0	0	0.5835197	0	0	0	0.274903099	0.00416373	0	0.008	0.26087434	1.01404185
TCGA-QH-A6X9-01	LGG	0.006390793	0	0	0.019344733	0.118002884	0	0	0	0	0	0.003454776	0.051252142	0.321755091	0	0	0.365408581	0	0.000436565	0	0.110045403	0.003909032	0	0.296	0.057128141	1.085012327
TCGA-QH-A6X5-01	LGG	0.015996827	0.063631544	0	0.061913343	0.169497844	0	0	0	0	0	0.058437004	0	0.332306739	0	0	0.169291561	0	0	0.116421231	0	0	0.012503907	0.508	0.029287242	1.072886447
TCGA-QH-A6XA-01	LGG	0	0.006604579	0	0.01063535	0.012655879	0.079827304	0	0	0	0	0.043225429	0.017162208	0.342665859	0	0	0.138132545	0	0.006804475	0	0.317149274	0.011767503	0.013369595	0.012	0.217191264	1.028106008
